Date,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15
19990101,3.689043,7.381004,5.814718,-0.008358101,2.415385,2.745842,0.6045496,2.186079,2.91087,0.03795055,5.483794,-1.565826,-0.4949754,0.87386,-3.123363
19990102,3.643832,7.372152,5.760507,0.07209978,2.355058,2.923435,0.52266,2.133932,3.038542,0.2702665,5.658464,-1.480935,-0.4750398,0.6282815,-3.023946
19990103,3.591187,7.370291,5.633966,0.1949258,2.269736,3.135921,0.4335538,2.091225,3.156032,0.4355602,5.800569,-1.332173,-0.4241524,0.2970768,-2.8962
19990104,3.562703,7.338278,5.440713,0.260747,2.228998,3.305079,0.3116784,2.029848,3.269353,0.6263977,5.938104,-1.198706,-0.4132226,0.01080519,-2.798977
19990105,3.511603,7.323808,5.170839,0.3222595,2.137226,3.447339,0.1787066,1.933447,3.392488,0.8025136,6.098482,-1.035686,-0.4082011,-0.2982798,-2.653753
19990106,3.477717,7.298481,4.843242,0.3878077,2.036942,3.574046,0.0347964,1.824746,3.515734,0.9175996,6.22262,-0.8827236,-0.3989082,-0.5870936,-2.510713
19990107,3.476622,7.24802,4.454604,0.4473572,1.954157,3.675202,-0.1212464,1.724431,3.636587,1.009289,6.311231,-0.7250078,-0.3852497,-0.9144167,-2.38805
19990108,3.487374,7.167318,4.037146,0.5074694,1.865383,3.746245,-0.2824563,1.568725,3.736278,1.086813,6.387089,-0.5682481,-0.3733064,-1.130408,-2.288934
19990109,3.493169,7.107574,3.615015,0.5415078,1.790722,3.772337,-0.430111,1.395138,3.815422,1.156927,6.451347,-0.3631673,-0.3714544,-1.29556,-2.21659
19990110,3.522305,7.050876,3.174367,0.5383933,1.714345,3.762771,-0.5856676,1.25932,3.876954,1.208031,6.480654,-0.1179281,-0.4010009,-1.479504,-2.154235
19990111,3.546783,7.017017,2.764397,0.5566006,1.629754,3.708405,-0.7417265,1.121504,3.94042,1.231527,6.483272,0.1421829,-0.4531714,-1.613432,-2.07614
19990112,3.544284,6.996371,2.367445,0.5388632,1.518207,3.613405,-0.8508849,0.998225,4.016036,1.219072,6.474256,0.4288135,-0.4804714,-1.765667,-2.008901
19990113,3.548193,7.014053,1.973706,0.5417662,1.407537,3.454406,-0.9606634,0.8707439,4.069151,1.219051,6.418969,0.6924704,-0.5096365,-1.872717,-1.958733
19990114,3.576538,7.035918,1.628388,0.5733461,1.288105,3.239651,-1.065925,0.7495625,4.111577,1.214014,6.318033,0.9312146,-0.531348,-1.966051,-1.927207
19990115,3.606655,7.012933,1.340307,0.6067763,1.19134,3.002017,-1.140441,0.6083187,4.137177,1.244848,6.22923,1.182047,-0.5890644,-1.988678,-1.919328
19990116,3.623437,7.010898,1.093959,0.6536466,1.040669,2.787144,-1.178016,0.4377382,4.136573,1.271806,6.107777,1.460489,-0.6225314,-1.979476,-1.879752
19990117,3.658127,7.002931,0.8824942,0.6947767,0.9234907,2.547043,-1.20605,0.2404903,4.136486,1.335092,6.013029,1.692547,-0.6479113,-1.859498,-1.824149
19990118,3.692032,6.994616,0.7482635,0.7176288,0.8162685,2.280198,-1.209022,0.01465823,4.151603,1.442091,5.914612,1.894604,-0.6574755,-1.657611,-1.771775
19990119,3.701533,6.993592,0.671652,0.7386129,0.7311779,2.009825,-1.202433,-0.2375461,4.149733,1.551222,5.818457,2.097081,-0.7114097,-1.402312,-1.711215
19990120,3.712581,7.021743,0.6984921,0.7758084,0.6220402,1.743957,-1.180442,-0.5026037,4.150484,1.649306,5.73937,2.274138,-0.7275918,-1.078116,-1.645511
19990121,3.71407,7.101203,0.8519999,0.7946121,0.5431212,1.46653,-1.15843,-0.746227,4.132576,1.667582,5.665441,2.403268,-0.7833489,-0.7100604,-1.565625
19990122,3.722959,7.189781,0.941682,0.8784801,0.4376673,1.220475,-1.118383,-0.9925349,4.145106,1.731053,5.633457,2.501278,-0.7841606,-0.3436179,-1.482842
19990123,3.74011,7.25633,1.06118,0.9893658,0.3489586,1.046733,-1.051502,-1.228146,4.15883,1.772776,5.630023,2.566846,-0.7561394,0.03407206,-1.35542
19990124,3.737631,7.37432,1.185738,1.143529,0.2202809,0.9269611,-1.011077,-1.436759,4.207427,1.754972,5.625398,2.628237,-0.7046978,0.4036827,-1.194925
19990125,3.740931,7.432666,1.285692,1.283468,0.1336729,0.8205768,-0.9675373,-1.601005,4.26058,1.758387,5.606396,2.637734,-0.6489649,0.7492921,-1.063909
19990126,3.752524,7.503666,1.380885,1.466,-0.001693633,0.7965226,-0.9419843,-1.687127,4.310263,1.70079,5.56902,2.651102,-0.6275835,0.9729172,-0.8719454
19990127,3.809871,7.544395,1.454694,1.650242,-0.09452558,0.8102527,-0.9253418,-1.790643,4.370998,1.612487,5.568779,2.625981,-0.5752715,1.169946,-0.7082043
19990128,3.848902,7.568356,1.509843,1.797124,-0.1472273,0.8599679,-0.9330535,-1.874406,4.457685,1.521889,5.567562,2.569184,-0.5066182,1.289384,-0.5567223
19990129,3.898412,7.633783,1.559527,1.95825,-0.2041286,0.8704248,-0.9814707,-1.889523,4.529992,1.422855,5.53216,2.52809,-0.3950213,1.311812,-0.4300798
19990130,3.995635,7.692018,1.616013,2.105624,-0.2170627,0.8922549,-1.070167,-1.828894,4.625022,1.342099,5.467476,2.478794,-0.2779951,1.247991,-0.3464342
19990131,4.095531,7.730252,1.637398,2.228931,-0.1882075,0.9129071,-1.174337,-1.75362,4.734922,1.283378,5.38849,2.427867,-0.2027663,1.203318,-0.2791349
19990201,4.225034,7.69767,1.588751,2.340343,-0.1117526,0.9006164,-1.292757,-1.612486,4.857905,1.23145,5.273752,2.342806,-0.07196286,1.036172,-0.2342794
19990202,4.367156,7.634169,1.462686,2.428918,-0.01707811,0.8750334,-1.428103,-1.441711,4.936141,1.18536,5.110425,2.220707,0.03291717,0.7713889,-0.1954418
19990203,4.503727,7.521976,1.309437,2.478887,0.1102548,0.8779862,-1.585424,-1.244602,5.018167,1.173367,4.941346,2.108515,0.1060816,0.4102679,-0.1899739
19990204,4.591729,7.428181,1.118387,2.542759,0.2143827,0.8867652,-1.734306,-1.031435,5.087347,1.162891,4.744083,2.026278,0.1964771,0.009901059,-0.1826605
19990205,4.668665,7.286416,0.8937817,2.545654,0.3061846,0.893284,-1.860692,-0.8621994,5.146537,1.161829,4.554227,1.951263,0.2662486,-0.3689722,-0.1364108
19990206,4.764032,7.170853,0.6394978,2.525257,0.4079306,0.8742183,-1.96831,-0.6938171,5.215543,1.199761,4.3848,1.877592,0.3341622,-0.7448027,-0.1010209
19990207,4.822536,7.055536,0.3991924,2.542199,0.4911525,0.8637022,-2.058825,-0.5444083,5.28244,1.213592,4.22827,1.826296,0.3745928,-1.135764,-0.04217591
19990208,4.830486,6.963881,0.1973181,2.564857,0.5578317,0.8324144,-2.105785,-0.4455979,5.313527,1.213092,4.100316,1.778737,0.3955945,-1.439159,0.00668279
19990209,4.779484,6.887108,0.03157644,2.577357,0.5934938,0.8019396,-2.153822,-0.3340928,5.355752,1.208641,4.012478,1.75942,0.3928299,-1.719386,0.0806537
19990210,4.654624,6.798167,-0.1078509,2.606148,0.6520633,0.7396332,-2.169343,-0.3064948,5.40352,1.235619,3.943805,1.746393,0.4050508,-1.877816,0.1245653
19990211,4.51038,6.721646,-0.1751835,2.651105,0.7450139,0.7020733,-2.174881,-0.2589732,5.45132,1.246499,3.873025,1.77205,0.4283446,-2.016168,0.1981576
19990212,4.338418,6.672641,-0.232525,2.702375,0.8152733,0.6766238,-2.163468,-0.2211355,5.486818,1.224555,3.819375,1.818677,0.4216745,-2.132765,0.3230149
19990213,4.161707,6.627355,-0.2334906,2.743303,0.8907627,0.6553079,-2.128644,-0.2022949,5.556468,1.192768,3.775926,1.849002,0.3698886,-2.176823,0.4474753
19990214,3.993623,6.610624,-0.2223057,2.777308,0.8869319,0.6418045,-2.090052,-0.2315904,5.632134,1.145226,3.762965,1.887889,0.3451374,-2.216369,0.614883
19990215,3.800667,6.593328,-0.1773731,2.789553,0.8678688,0.6668627,-2.044673,-0.2410171,5.694493,1.105585,3.753489,1.903896,0.3078285,-2.221068,0.7621804
19990216,3.616519,6.592054,-0.09409864,2.787342,0.8485476,0.7184333,-2.012969,-0.2577529,5.7665,1.062875,3.75794,1.920836,0.2608349,-2.24069,0.9085698
19990217,3.466856,6.566719,0.0366377,2.751068,0.8377108,0.7900735,-1.980604,-0.2986046,5.860441,1.031104,3.783342,1.925378,0.2105259,-2.289762,1.057946
19990218,3.302358,6.532937,0.1366388,2.701174,0.8140016,0.8038056,-1.956709,-0.3301244,5.938284,0.9709571,3.741082,1.898461,0.179162,-2.311309,1.184693
19990219,3.179827,6.514348,0.2460979,2.625968,0.8145219,0.8288739,-1.962896,-0.3532007,6.002067,0.9146596,3.676628,1.84729,0.119489,-2.257776,1.273777
19990220,3.064573,6.476644,0.4122179,2.556611,0.8710074,0.9052082,-1.990087,-0.3273809,6.086196,0.8615887,3.59744,1.831105,0.05928224,-2.222786,1.367545
19990221,2.98068,6.425854,0.5538213,2.499965,0.9160396,0.9590985,-2.009151,-0.3771887,6.151406,0.7943293,3.532941,1.780088,0.04186373,-2.136973,1.427491
19990222,2.897493,6.336651,0.7123664,2.420094,0.9556711,1.033103,-2.003499,-0.420165,6.199369,0.7603206,3.449218,1.740899,0.03125745,-1.970832,1.442117
19990223,2.828415,6.28823,0.9054074,2.322924,0.9917281,1.117215,-2.014809,-0.4362788,6.263345,0.7158805,3.375531,1.704166,0.04571409,-1.764691,1.468241
19990224,2.771258,6.234527,1.082309,2.240039,1.003976,1.229061,-1.994319,-0.4630232,6.291851,0.7054203,3.297482,1.685393,0.07469014,-1.503483,1.486511
19990225,2.762508,6.141851,1.225913,2.199287,1.035392,1.404865,-1.982638,-0.4889672,6.298615,0.7616976,3.216158,1.647089,0.111819,-1.195312,1.54277
19990226,2.76608,6.08562,1.405499,2.178538,1.088518,1.565537,-1.966174,-0.5650046,6.286782,0.7853152,3.165599,1.650497,0.1494352,-0.8949399,1.600713
19990227,2.769411,6.050828,1.59899,2.160861,1.154812,1.712685,-1.977029,-0.6468673,6.245459,0.8274926,3.121377,1.67633,0.1814109,-0.5693206,1.647989
19990228,2.822909,6.031693,1.818713,2.126502,1.251746,1.839401,-1.989011,-0.7519009,6.139768,0.8979392,3.073063,1.682641,0.1873982,-0.2095136,1.682218
19990301,2.909816,6.011733,2.020491,2.114883,1.354883,1.956813,-1.997219,-0.8682507,6.038265,0.9721989,3.023578,1.735535,0.1887678,0.1775022,1.713151
19990302,2.996162,6.039876,2.259461,2.084793,1.466179,2.082622,-1.992452,-0.9780582,5.936223,1.028481,2.974566,1.829842,0.1996722,0.4844377,1.737324
19990303,3.115627,6.043106,2.488483,2.038703,1.610426,2.198582,-1.985774,-1.101822,5.811691,1.090996,2.920392,1.94441,0.2354987,0.7931079,1.749735
19990304,3.265443,6.014945,2.67013,1.97388,1.813653,2.267586,-2.015538,-1.228242,5.632597,1.185136,2.801586,2.05133,0.2362722,1.181126,1.712964
19990305,3.389701,6.0027,2.878036,1.901451,2.021342,2.321647,-2.024189,-1.317123,5.472322,1.294795,2.696778,2.175546,0.2352638,1.505217,1.680033
19990306,3.478729,5.990022,3.073134,1.831444,2.206198,2.384051,-2.019308,-1.413102,5.308514,1.423973,2.597622,2.320272,0.273124,1.781308,1.664889
19990307,3.625865,5.925562,3.243385,1.715842,2.436965,2.391646,-2.025015,-1.502647,5.101666,1.628956,2.44036,2.418006,0.3179565,2.028447,1.599603
19990308,3.727977,5.892281,3.393789,1.608839,2.630951,2.379785,-2.031168,-1.619318,4.890585,1.807045,2.288743,2.574727,0.4000395,2.248739,1.531525
19990309,3.852163,5.871018,3.578439,1.488285,2.810538,2.343545,-2.018627,-1.690456,4.689392,1.978688,2.128348,2.713792,0.4787946,2.400202,1.456173
19990310,4.001198,5.817296,3.745008,1.303964,3.04508,2.264544,-2.013222,-1.725831,4.450737,2.166738,1.927481,2.811604,0.5507552,2.474853,1.336047
19990311,4.11849,5.788366,3.909184,1.128343,3.241289,2.179858,-2.005336,-1.746404,4.203465,2.332944,1.734399,2.887008,0.6601897,2.51155,1.219402
19990312,4.234004,5.788198,4.027138,0.9777689,3.384449,2.118965,-2.014905,-1.740028,3.961668,2.467518,1.57023,2.969955,0.7923558,2.442608,1.085317
19990313,4.362992,5.766511,4.174618,0.8158846,3.54971,2.028206,-2.017656,-1.682596,3.693091,2.57735,1.387559,2.996051,0.9110985,2.324146,0.9661013
19990314,4.486128,5.744742,4.276319,0.6247567,3.724503,1.948604,-2.033952,-1.626309,3.38439,2.721314,1.209559,3.006698,0.9954952,2.243835,0.8449406
19990315,4.602531,5.733652,4.388848,0.454639,3.859176,1.873598,-2.026088,-1.541225,3.09862,2.873621,1.063068,3.013937,1.068035,2.138268,0.7519926
19990316,4.745566,5.724696,4.492321,0.3079109,3.950195,1.815871,-2.036477,-1.457474,2.82329,3.020479,0.9401822,2.988622,1.119277,2.033952,0.6240201
19990317,4.914635,5.705707,4.585573,0.132011,4.06191,1.764475,-2.054776,-1.371086,2.50635,3.198609,0.8205862,2.9151,1.166366,1.967841,0.4990121
19990318,5.081076,5.711722,4.666134,-0.01530525,4.113811,1.713057,-2.058276,-1.31112,2.245191,3.352693,0.7466527,2.861262,1.236708,1.905191,0.4056158
19990319,5.243447,5.743052,4.798099,-0.1418739,4.15605,1.665748,-2.069187,-1.23381,1.998006,3.470467,0.6641921,2.803684,1.324966,1.832622,0.3586257
19990320,5.386001,5.790648,4.959293,-0.3056307,4.209903,1.587931,-2.093403,-1.117193,1.703195,3.572826,0.576392,2.70107,1.394032,1.733415,0.2919272
19990321,5.536316,5.837716,5.1197,-0.4487093,4.230047,1.50791,-2.105151,-1.011009,1.438108,3.638005,0.4916182,2.562643,1.445071,1.619082,0.2728605
19990322,5.666913,5.8946,5.291584,-0.616788,4.259084,1.384361,-2.108983,-0.877173,1.161628,3.626613,0.3977804,2.419549,1.470735,1.475439,0.299426
19990323,5.758526,5.930894,5.439272,-0.7763267,4.238328,1.28367,-2.082449,-0.7421165,0.8734192,3.564534,0.273825,2.266984,1.507215,1.368538,0.3992901
19990324,5.878109,5.955444,5.541471,-0.9475313,4.236768,1.143225,-2.055984,-0.591547,0.5570917,3.445829,0.1111021,2.100612,1.52421,1.24255,0.4338485
19990325,5.977995,5.977473,5.655156,-1.099091,4.264146,1.036377,-2.041975,-0.4333592,0.3035189,3.341424,-0.03195642,1.928275,1.54044,1.154462,0.5075116
19990326,6.055112,5.925422,5.677011,-1.274614,4.26515,0.9058816,-1.960557,-0.3479308,-0.005527698,3.221931,-0.2137703,1.772772,1.553784,1.059997,0.6041393
19990327,6.094004,5.860437,5.683098,-1.457631,4.25451,0.7742832,-1.872108,-0.2506231,-0.3087844,3.075141,-0.3928076,1.627243,1.576559,0.9297858,0.7103785
19990328,6.176753,5.743745,5.659635,-1.660206,4.258743,0.6243224,-1.765541,-0.1880569,-0.6276447,2.940721,-0.5426134,1.459311,1.628082,0.7910036,0.7792823
19990329,6.234744,5.643135,5.635032,-1.870596,4.25831,0.500039,-1.638352,-0.1364043,-0.9292957,2.780592,-0.6591781,1.314674,1.680484,0.6551405,0.8366622
19990330,6.268411,5.581861,5.635458,-2.041556,4.266498,0.3901019,-1.513718,-0.01733682,-1.169063,2.580996,-0.7408736,1.192245,1.767621,0.5119929,0.8762455
19990331,6.283688,5.487835,5.565889,-2.191486,4.256516,0.3007356,-1.368556,0.01813238,-1.453456,2.374827,-0.8041716,1.112564,1.820997,0.3903031,0.917835
19990401,6.302424,5.40636,5.485126,-2.342859,4.252513,0.2154244,-1.229107,0.02905819,-1.725329,2.20958,-0.8145046,1.049749,1.847668,0.2279549,0.9231034
19990402,6.31122,5.320334,5.390164,-2.464325,4.237862,0.184596,-1.095189,0.02156164,-1.989829,2.053903,-0.7774647,0.9789406,1.827549,0.07217284,0.9058742
19990403,6.330432,5.250989,5.262778,-2.541579,4.174963,0.2218255,-0.9490454,0.008046503,-2.222717,1.866755,-0.680281,0.9634895,1.818763,-0.121339,0.9010959
19990404,6.370593,5.22642,5.131396,-2.591029,4.116971,0.2538513,-0.8583281,0.02438639,-2.437819,1.70996,-0.5889691,0.9861148,1.793002,-0.3426021,0.8922924
19990405,6.349767,5.196081,5.01929,-2.598594,4.050526,0.3083814,-0.7648191,0.02027818,-2.629152,1.604556,-0.4802516,1.058722,1.740122,-0.4765052,0.9078392
19990406,6.291067,5.237101,4.901909,-2.56358,3.919303,0.3669852,-0.6909158,0.01061835,-2.777029,1.491579,-0.3405621,1.184708,1.69507,-0.5789027,0.9910154
19990407,6.215027,5.262815,4.781057,-2.538203,3.846613,0.4261395,-0.6131397,-0.007989292,-2.898335,1.430878,-0.1809294,1.336848,1.647284,-0.6170471,1.078254
19990408,6.118919,5.284557,4.65096,-2.507958,3.723676,0.4680827,-0.5573993,-0.05270049,-2.963308,1.367769,-0.05376368,1.488262,1.575245,-0.6186039,1.184073
19990409,5.982226,5.340316,4.500875,-2.419055,3.587159,0.4152188,-0.5333325,-0.1188869,-3.000874,1.30346,0.04074305,1.63188,1.501034,-0.5427463,1.273735
19990410,5.823542,5.42636,4.404007,-2.330089,3.475642,0.3704421,-0.4996732,-0.1868651,-3.041224,1.258245,0.1268167,1.7761,1.454748,-0.3982142,1.338695
19990411,5.677466,5.506906,4.292576,-2.242071,3.373345,0.3166409,-0.4972938,-0.2420357,-3.055807,1.245199,0.1947307,1.899082,1.400437,-0.2387972,1.405271
19990412,5.529092,5.58046,4.153462,-2.164974,3.279082,0.2498179,-0.4940663,-0.3069463,-3.081337,1.267656,0.2369387,2.048426,1.343499,-0.04077196,1.449879
19990413,5.331802,5.650755,3.987877,-2.05636,3.15653,0.1985877,-0.4954203,-0.3401904,-3.086804,1.253645,0.2612464,2.230286,1.31444,0.1715931,1.498884
19990414,5.147736,5.69571,3.83795,-1.948376,3.044314,0.1622907,-0.5195631,-0.3708494,-3.067122,1.248195,0.2896655,2.440722,1.302376,0.355106,1.540581
19990415,4.996081,5.736318,3.66186,-1.85643,2.954135,0.1102933,-0.5347722,-0.4015839,-3.039868,1.201399,0.2789648,2.649426,1.259435,0.49157,1.554767
19990416,4.812983,5.790816,3.492265,-1.758859,2.835648,0.06474765,-0.5524799,-0.4293408,-2.985722,1.141496,0.2514987,2.862762,1.24001,0.6813123,1.576447
19990417,4.636201,5.804509,3.327549,-1.68394,2.719259,0.01588974,-0.5675101,-0.4440587,-2.928885,1.115785,0.2364779,3.03405,1.27675,0.849383,1.570395
19990418,4.487566,5.800746,3.185679,-1.632559,2.612195,0.01222436,-0.5726237,-0.4660628,-2.870419,1.110669,0.2263001,3.197545,1.330197,0.9310229,1.560271
19990419,4.33899,5.804671,3.018922,-1.573578,2.511651,-0.00116208,-0.5695131,-0.4379721,-2.783327,1.083626,0.2491542,3.323586,1.364899,0.9655456,1.526338
19990420,4.1698,5.839213,2.903721,-1.510956,2.402159,0.02110028,-0.5726612,-0.4225653,-2.670276,1.035254,0.2920583,3.474353,1.417633,0.9889182,1.52571
19990421,4.042815,5.808835,2.794149,-1.495831,2.315554,0.0783674,-0.5683283,-0.3543695,-2.540853,1.024304,0.3328188,3.556737,1.476421,0.931024,1.477741
19990422,3.930825,5.783942,2.723902,-1.507425,2.233817,0.1330955,-0.5748311,-0.2847164,-2.381069,1.056457,0.3865824,3.607234,1.544481,0.8504811,1.388157
19990423,3.806595,5.794365,2.682866,-1.517902,2.087793,0.2263344,-0.5996797,-0.1931086,-2.212341,1.050166,0.4656215,3.628746,1.628778,0.7153399,1.32854
19990424,3.663199,5.769056,2.712863,-1.548212,1.985665,0.3604384,-0.5823498,-0.1036087,-2.03845,1.084269,0.5585631,3.605738,1.717806,0.597445,1.225684
19990425,3.560885,5.710536,2.724456,-1.569959,1.87246,0.5126061,-0.5689839,0.04364511,-1.823564,1.165989,0.5645633,3.55997,1.768292,0.4595068,1.174433
19990426,3.476226,5.658868,2.737307,-1.621869,1.758004,0.6286827,-0.5421105,0.2229918,-1.595773,1.224898,0.6053139,3.424887,1.826143,0.2411155,1.107676
19990427,3.402725,5.614,2.773563,-1.673741,1.612453,0.7219908,-0.4837085,0.3947793,-1.367795,1.266242,0.6763538,3.253664,1.891437,-0.04922636,1.075477
19990428,3.403497,5.555761,2.768369,-1.733643,1.439051,0.8219431,-0.4293702,0.5480635,-1.131562,1.289421,0.7177286,3.056132,1.968896,-0.3860102,1.017758
19990429,3.396123,5.50899,2.735304,-1.805005,1.236525,0.9332048,-0.3819362,0.6654921,-0.9237148,1.298132,0.7582463,2.853971,2.02496,-0.7986884,0.9679476
19990430,3.454182,5.48652,2.708457,-1.872711,1.038789,1.054946,-0.3455015,0.799163,-0.7073419,1.265073,0.7760766,2.636708,2.075892,-1.226365,0.9499195
19990501,3.516079,5.44081,2.660183,-1.925709,0.8224882,1.180402,-0.2848822,0.920711,-0.4804129,1.209274,0.7857755,2.427431,2.215685,-1.638788,0.9061093
19990502,3.58982,5.420735,2.579755,-1.953106,0.5690308,1.316291,-0.2163371,0.9773405,-0.2422103,1.148,0.8084803,2.266135,2.343523,-2.019856,0.8758532
19990503,3.699736,5.405281,2.49495,-1.988061,0.3581475,1.445875,-0.1539157,1.026505,-0.04663483,1.083934,0.8142347,2.091264,2.471436,-2.308493,0.8212046
19990504,3.801217,5.39384,2.458771,-2.042239,0.1818628,1.586112,-0.07269852,1.038058,0.1298236,0.9497457,0.8334836,1.947963,2.647161,-2.522818,0.7340823
19990505,3.906937,5.318249,2.398351,-2.102359,0.02642494,1.745608,0.03683806,1.004729,0.3412784,0.8071807,0.8164875,1.86851,2.892725,-2.644403,0.6388575
19990506,4.04306,5.264071,2.369872,-2.179102,-0.1059893,1.892807,0.1452997,0.9378304,0.563,0.6672961,0.7836354,1.835728,3.196385,-2.674307,0.5417295
19990507,4.131953,5.211289,2.393627,-2.224734,-0.2272983,2.075099,0.2870485,0.8196014,0.7771559,0.4699797,0.7486298,1.861233,3.502142,-2.592209,0.4485623
19990508,4.208119,5.155396,2.461594,-2.277778,-0.3102624,2.242176,0.4420867,0.6728793,0.9668017,0.2394038,0.6814244,1.890856,3.821959,-2.428566,0.3878002
19990509,4.23339,5.144847,2.565516,-2.317684,-0.3788282,2.389384,0.5923479,0.5075086,1.16224,-0.05558255,0.6131543,1.928017,4.156304,-2.213171,0.3462941
19990510,4.286457,5.153892,2.681256,-2.379346,-0.409949,2.553007,0.7301153,0.3395071,1.349727,-0.3599886,0.5018846,1.960999,4.505386,-1.963274,0.3026923
19990511,4.273304,5.170769,2.832081,-2.460821,-0.4598052,2.721011,0.855825,0.1999978,1.502515,-0.6945682,0.3749756,2.030607,4.877274,-1.666896,0.2653356
19990512,4.24578,5.217715,3.024138,-2.551178,-0.4938032,2.897303,0.9784519,0.08320474,1.631168,-1.040787,0.2194755,2.085071,5.216665,-1.312238,0.2499475
19990513,4.216318,5.257481,3.239934,-2.657063,-0.4674143,3.037656,1.077452,-0.001882235,1.723436,-1.337583,0.04080418,2.091319,5.540082,-0.9227061,0.2346636
19990514,4.219794,5.273016,3.460592,-2.751775,-0.4082245,3.238051,1.1705,0.01876168,1.833627,-1.635497,-0.1485166,2.091559,5.869899,-0.6077874,0.2059859
19990515,4.168127,5.263603,3.669915,-2.835883,-0.3394138,3.376199,1.262432,0.006683394,1.911907,-1.875619,-0.3435821,2.063578,6.127279,-0.2957875,0.2217011
19990516,4.102826,5.292531,3.870884,-2.895388,-0.2932171,3.471952,1.33303,-0.03814014,1.976772,-2.09913,-0.5573356,2.015347,6.348581,0.01049251,0.298403
19990517,4.049592,5.315327,4.082747,-2.971324,-0.2208587,3.587923,1.378819,-0.09701648,2.013337,-2.278741,-0.7732722,1.987117,6.497092,0.298193,0.4065099
19990518,4.042852,5.348313,4.253049,-3.059154,-0.1445562,3.643387,1.389424,-0.1426451,2.003519,-2.446867,-1.011114,1.929505,6.610968,0.5543147,0.4552841
19990519,4.008872,5.382718,4.395382,-3.127833,-0.06987005,3.682536,1.409879,-0.2325872,1.933892,-2.587066,-1.213807,1.933179,6.650152,0.8319897,0.5074298
19990520,4.009756,5.424645,4.55917,-3.200001,-0.0006729278,3.717221,1.423393,-0.3468925,1.816934,-2.668092,-1.40781,1.962738,6.660951,1.0851,0.5939918
19990521,4.024272,5.428747,4.64278,-3.265221,0.0340112,3.718849,1.420601,-0.4706235,1.689669,-2.687165,-1.586221,1.967263,6.659421,1.284598,0.6669983
19990522,4.048876,5.469718,4.7192,-3.327374,0.0520015,3.720098,1.413975,-0.6257547,1.5315,-2.662286,-1.72775,2.02184,6.652711,1.496908,0.7086459
19990523,4.064935,5.523906,4.775586,-3.385436,0.0526034,3.67764,1.384256,-0.783401,1.326347,-2.587786,-1.831132,2.073097,6.627025,1.727465,0.7515379
19990524,4.095339,5.551217,4.770352,-3.427202,0.05432823,3.630713,1.338765,-0.9210665,1.109802,-2.489504,-1.912856,2.181012,6.576247,1.904236,0.7650294
19990525,4.174649,5.525802,4.715543,-3.469377,0.07200452,3.581408,1.270975,-1.047912,0.898048,-2.30815,-1.975603,2.262225,6.53027,2.120068,0.7693688
19990526,4.232841,5.527162,4.653405,-3.502079,0.0511145,3.552288,1.204128,-1.204434,0.6771455,-2.124809,-1.994681,2.384127,6.469739,2.296073,0.7438398
19990527,4.303959,5.521992,4.580564,-3.544032,0.04320387,3.521577,1.134003,-1.339077,0.4708956,-1.918609,-2.005526,2.534272,6.401837,2.418775,0.7289413
19990528,4.356505,5.521373,4.478562,-3.602714,0.04414867,3.444954,1.026063,-1.434833,0.2820332,-1.745388,-2.040803,2.632872,6.328334,2.503933,0.6563779
19990529,4.360992,5.501561,4.355075,-3.658469,0.07211851,3.339892,0.9239193,-1.537679,0.05997878,-1.561144,-2.087172,2.712879,6.247599,2.586238,0.5664169
19990530,4.377563,5.462674,4.254961,-3.732399,0.08304732,3.233415,0.8341934,-1.631672,-0.132251,-1.403756,-2.124943,2.80008,6.193079,2.581877,0.4705499
19990531,4.38055,5.4175,4.149315,-3.806498,0.1137588,3.1613,0.7365421,-1.695528,-0.3160304,-1.246532,-2.168012,2.860509,6.132064,2.532418,0.3787724
19990601,4.362406,5.378301,4.018905,-3.886989,0.1867648,3.035557,0.5923375,-1.731084,-0.5333786,-1.085523,-2.251728,2.865688,6.060637,2.490816,0.2202186
19990602,4.337597,5.325999,3.945912,-3.965425,0.2624581,2.961311,0.4730977,-1.766036,-0.7409607,-0.9211189,-2.319073,2.847435,5.986938,2.385531,0.07904139
19990603,4.302582,5.260828,3.881845,-4.045787,0.330748,2.941458,0.3673601,-1.782812,-0.9349875,-0.7498834,-2.365725,2.854615,5.916712,2.238492,-0.05993144
19990604,4.296443,5.171001,3.823376,-4.145745,0.4431588,2.950462,0.2594537,-1.80154,-1.105833,-0.5540962,-2.409357,2.812973,5.82039,2.075129,-0.1882769
19990605,4.273741,5.046596,3.765122,-4.263235,0.5671769,2.963061,0.1920061,-1.833371,-1.286495,-0.3637269,-2.481197,2.750062,5.706696,1.913183,-0.3177141
19990606,4.207314,4.934362,3.749428,-4.34066,0.617477,3.030127,0.1659379,-1.875731,-1.429987,-0.2370998,-2.51472,2.722604,5.600816,1.743537,-0.4183715
19990607,4.101991,4.835393,3.716019,-4.403971,0.6882965,3.062753,0.1634197,-1.915087,-1.539544,-0.1090291,-2.539522,2.680554,5.477539,1.595418,-0.5109866
19990608,3.999869,4.733966,3.724741,-4.468852,0.7970181,3.160577,0.184329,-2.015559,-1.660923,0.008950349,-2.520865,2.689635,5.339066,1.462325,-0.5704647
